,case_id,date,state,latitude,longitude,drunk_drivers,fatalities,State
25805,420353,2016-06-27,42,40.27950278,-79.90556389,0,2,Pennsylvania
403,10406,2016-06-27,1,32.07956944,-87.85205833,0,1,Alabama
14980,220317,2016-06-27,22,30.47864722,-90.91830278,0,1,Louisiana
32127,490129,2016-06-28,49,40.69297222,-111.88824444,0,1,Utah
11826,170449,2016-06-28,17,39.023775,-88.81401667,0,1,Illinois
13322,190151,2016-06-28,19,41.26195278,-95.90208889,0,1,Iowa
23267,380038,2016-06-28,38,47.77903611,-102.73791667,1,1,North Dakota
33640,540098,2016-06-28,54,38.48193333,-81.46235,0,1,West Virginia
11843,170467,2016-06-28,17,41.35336389,-88.89763611,0,1,Illinois
5334,63006,2016-06-28,6,37.99079444,-121.64687222,0,1,California
8006,121380,2016-06-28,12,27.80161944,-82.679475,0,1,Florida
16328,250333,2016-06-28,25,77.7777,777.7777,1,1,Massachusetts
26204,420753,2016-06-28,42,41.01435833,-75.30054722,0,1,Pennsylvania
20706,350148,2016-06-28,35,35.53790556,-108.67032778,0,1,New Mexico
32109,490111,2016-06-28,49,40.58601111,-111.79214722,1,1,Utah
30209,481671,2016-06-28,48,35.92428056,-101.96317778,0,2,Texas
23268,380039,2016-06-28,38,47.60273333,-102.00448611,0,1,North Dakota
33256,530228,2016-06-28,53,47.09061389,-123.22944444,0,1,Washington
34020,550229,2016-06-28,55,45.39594167,-92.42268056,0,1,Wisconsin
13689,200163,2016-06-28,20,39.02997778,-94.78775833,0,1,Kansas
1433,40425,2016-06-28,4,32.99687778,-112.42608056,0,1,Arizona
8110,121494,2016-06-28,12,28.621675,-81.54341667,0,1,Florida
25810,420358,2016-06-28,42,39.96276111,-75.25153333,0,1,Pennsylvania
2109,50232,2016-06-28,5,35.63315556,-91.950825,1,1,Arkansas
2110,50233,2016-06-28,5,35.87786389,-92.08709444,0,1,Arkansas
19261,300070,2016-06-28,30,45.77431667,-109.54912778,1,1,Montana
25821,420369,2016-06-28,42,40.36211111,-79.85772222,1,1,Pennsylvania
32663,510349,2016-06-28,51,37.21655,-77.38626111,1,1,Virginia
12797,180413,2016-06-28,18,41.49071667,-87.46301944,0,1,Indiana
33641,540099,2016-06-28,54,37.74212778,-81.43775556,0,1,West Virginia
2112,50235,2016-06-28,5,34.69512778,-92.35011111,0,1,Arkansas
2111,50234,2016-06-28,5,36.224325,-94.11466111,0,1,Arkansas
15436,230062,2016-06-28,23,43.30203889,-70.65341111,0,1,Maine
5245,62917,2016-06-28,6,33.70478056,-117.98927222,0,1,California
7987,121361,2016-06-28,12,27.85061389,-82.07696944,0,1,Florida
20705,350147,2016-06-28,35,35.06855278,-106.50101944,0,1,New Mexico
30273,481735,2016-06-28,48,33.37093889,-95.70890556,1,1,Texas
7999,121373,2016-06-28,12,27.29110556,-80.69725,1,1,Florida
25833,420381,2016-06-28,42,39.73486944,-75.79362222,0,1,Pennsylvania
17493,270160,2016-06-28,27,46.25306111,-95.44735278,0,1,Minnesota
34375,560037,2016-06-28,56,41.5427,-109.3473,0,1,Wyoming
8122,121506,2016-06-28,12,27.960875,-82.78971111,0,1,Florida
28073,470455,2016-06-28,47,35.53918889,-86.90451111,0,1,Tennessee
4627,62298,2016-06-28,6,33.96731111,-117.07495278,1,1,California
965,20029,2016-06-28,2,65.21301944,-147.19636111,0,1,Alaska
14243,210337,2016-06-28,21,38.22781944,-85.48879444,0,1,Kentucky
3696,61353,2016-06-28,6,34.02566944,-118.21394722,0,1,California
369,10372,2016-06-28,1,99.9999,999.9999,0,1,Alabama
25946,420494,2016-06-28,42,39.97308056,-77.08045833,1,1,Pennsylvania
8013,121387,2016-06-28,12,27.84191111,-82.7954,1,1,Florida
18664,290353,2016-06-28,29,36.52925,-91.79963889,0,1,Missouri
30124,481585,2016-06-28,48,29.31700556,-98.47626944,0,1,Texas
23726,390417,2016-06-28,39,40.1109,-84.65235,0,1,Ohio
30126,481587,2016-06-28,48,33.20443333,-97.13518333,1,1,Texas
14242,210336,2016-06-28,21,37.25848611,-87.20476944,0,1,Kentucky
25943,420491,2016-06-28,42,41.16148333,-77.37859167,0,1,Pennsylvania
4738,62409,2016-06-28,6,34.00015833,-118.08101667,0,1,California
4771,62442,2016-06-28,6,35.35430278,-119.08110278,0,1,California
3773,61432,2016-06-28,6,36.70347778,-121.70730833,0,1,California
24665,400283,2016-06-28,40,35.39486944,-97.68913889,1,1,Oklahoma
18673,290362,2016-06-28,29,39.33930556,-94.75233333,0,1,Missouri
22464,370588,2016-06-28,37,35.22973056,-80.75544722,1,1,North Carolina
30128,481589,2016-06-28,48,32.76813333,-97.062825,0,1,Texas
21298,360384,2016-06-28,36,40.78104167,-73.98141667,0,1,New York
23786,390479,2016-06-28,39,40.90516111,-83.51472778,0,1,Ohio
8284,121676,2016-06-28,12,25.808025,-80.27540833,0,1,Florida
23762,390454,2016-06-28,39,41.41821111,-82.15710556,0,1,Ohio
10298,130665,2016-06-28,13,32.81632222,-83.70849722,0,1,Georgia
10299,130666,2016-06-28,13,32.12944722,-81.38550833,0,1,Georgia
3293,60948,2016-06-28,6,36.76418333,-119.96086111,0,1,California
21313,360399,2016-06-28,36,43.24072222,-78.21369167,0,1,New York
28050,470432,2016-06-28,47,35.84296944,-86.49473056,1,1,Tennessee
23772,390464,2016-06-28,39,40.31826667,-84.1317,0,1,Ohio
27008,450418,2016-06-28,45,33.28080833,-80.21956111,1,1,South Carolina
23773,390465,2016-06-28,39,41.34694444,-82.80055556,0,1,Ohio
370,10373,2016-06-28,1,34.27335278,-85.64289444,0,1,Alabama
25881,420429,2016-06-28,42,39.88468333,-77.30702222,0,1,Pennsylvania
14229,210320,2016-06-28,21,37.075575,-85.89043889,0,1,Kentucky
23784,390477,2016-06-28,39,41.70174167,-83.78601944,0,1,Ohio
28058,470440,2016-06-28,47,36.17276111,-83.40181944,0,1,Tennessee
5952,80228,2016-06-28,8,38.92718056,-104.79141389,1,1,Colorado
5951,80227,2016-06-28,8,40.57423889,-105.05444444,0,1,Colorado
5653,63326,2016-06-28,6,33.88616667,-118.16783889,0,1,California
3767,61426,2016-06-28,6,36.54554167,-119.36774722,0,1,California
3755,61412,2016-06-28,6,35.6958,-120.69686944,0,1,California
368,10371,2016-06-28,1,31.63820278,-85.41556667,0,1,Alabama
16729,260381,2016-06-28,26,42.79723611,-85.66855278,0,1,Michigan
24741,400359,2016-06-28,40,36.206,-94.9224,0,1,Oklahoma
16736,260388,2016-06-28,26,43.64201389,-85.64190833,0,1,Michigan
19707,320152,2016-06-28,32,36.07023611,-115.29509167,1,1,Nevada
371,10374,2016-06-28,1,32.46568333,-85.08456389,0,1,Alabama
24671,400289,2016-06-28,40,36.72801111,-95.92234444,0,1,Oklahoma
8024,121398,2016-06-28,12,28.35626667,-81.30965278,1,1,Florida
20216,340228,2016-06-28,34,39.51894722,-74.78822222,1,1,New Jersey
30274,481736,2016-06-28,48,31.2166,-105.48826111,0,1,Texas
1392,40383,2016-06-28,4,31.96318611,-110.35359722,0,2,Arizona
22555,370679,2016-06-28,37,35.04401944,-78.98363611,0,1,North Carolina
16742,260394,2016-06-28,26,42.30304722,-83.11500833,0,2,Michigan
3697,61354,2016-06-28,6,37.555575,-121.97501944,0,1,California
18675,290364,2016-06-28,29,39.07634722,-94.43934444,0,1,Missouri
28066,470448,2016-06-28,47,35.6947,-86.98788889,0,1,Tennessee
14533,210627,2016-06-28,21,37.19158889,-83.01165833,0,1,Kentucky
17996,280306,2016-06-28,28,32.47270556,-90.28790278,0,1,Mississippi
15868,240349,2016-06-28,24,38.97853611,-76.73783889,0,1,Maryland
16744,260396,2016-06-28,26,42.22743889,-84.40019167,0,1,Michigan
18674,290363,2016-06-28,29,38.38530556,-90.50380556,0,1,Missouri
8029,121403,2016-06-29,12,27.93161111,-82.57636111,1,1,Florida
16745,260397,2016-06-29,26,43.75573611,-84.23681667,0,1,Michigan
22506,370630,2016-06-29,37,35.05990278,-78.97606389,0,5,North Carolina
2114,50237,2016-06-29,5,35.46213889,-93.52491389,0,1,Arkansas
23768,390460,2016-06-29,39,39.91737222,-83.04079722,0,1,Ohio
23774,390466,2016-06-29,39,39.13573889,-84.23480556,1,1,Ohio
13690,200164,2016-06-29,20,39.32848889,-101.96596944,0,6,Kansas
8036,121412,2016-06-29,12,30.34736111,-81.66826111,0,1,Florida
19678,320122,2016-06-29,32,36.13767778,-115.13690556,0,1,Nevada
21303,360389,2016-06-29,36,40.78583611,-73.79981389,0,1,New York
30168,481630,2016-06-29,48,32.93660556,-96.93034444,0,1,Texas
17494,270161,2016-06-29,27,47.645175,-95.36818889,0,1,Minnesota
30167,481629,2016-06-29,48,25.90721111,-97.50601944,0,1,Texas
5953,80229,2016-06-29,8,38.2275,-106.09802222,0,1,Colorado
21315,360401,2016-06-29,36,43.11017778,-77.50721111,0,2,New York
16737,260389,2016-06-29,26,44.87361389,-85.42443889,0,1,Michigan
27010,450420,2016-06-29,45,33.80503056,-81.19302778,1,1,South Carolina
2113,50236,2016-06-29,5,33.75589167,-93.44010278,0,1,Arkansas
24652,400270,2016-06-29,40,34.6235,-98.5452,0,1,Oklahoma
23787,390480,2016-06-29,39,39.10999722,-84.54604167,0,1,Ohio
15729,240203,2016-06-29,24,38.33812222,-75.44970833,0,1,Maryland
23269,380040,2016-06-29,38,46.91702222,-103.49186667,0,1,North Dakota
17997,280307,2016-06-29,28,31.49208056,-89.02083056,0,3,Mississippi
32128,490130,2016-06-29,49,40.75339722,-111.85386667,0,1,Utah
34094,550303,2016-06-29,55,43.00291111,-87.90473056,0,1,Wisconsin
13323,190152,2016-06-29,19,41.23098611,-95.01734722,0,1,Iowa
16735,260387,2016-06-29,26,42.77453333,-83.00902222,0,1,Michigan
30169,481631,2016-06-29,48,30.20783056,-95.35511944,1,1,Texas
3261,60915,2016-06-29,6,41.26519722,-121.93338889,0,1,California
8027,121401,2016-06-29,12,24.55728889,-81.802825,0,1,Florida
21300,360386,2016-06-29,36,40.76225278,-73.50666944,0,2,New York
4740,62411,2016-06-29,6,33.92360556,-118.38316667,0,1,California
25808,420356,2016-06-29,42,40.18824722,-76.89505278,0,1,Pennsylvania
4741,62412,2016-06-29,6,39.7199,-121.82428333,1,1,California
33236,530208,2016-06-29,53,45.94908056,-119.39909722,1,1,Washington
34031,550240,2016-06-29,55,44.55332222,-92.04055,0,1,Wisconsin
3917,61578,2016-06-29,6,40.15855,-123.61708056,0,1,California
3893,61554,2016-06-29,6,34.196625,-119.098775,0,1,California
30125,481586,2016-06-29,48,29.53196944,-98.56361667,0,1,Texas
3561,61218,2016-06-29,6,34.03330833,-118.02445556,0,1,California
23718,390408,2016-06-29,39,39.74591389,-84.36080833,0,2,Ohio
25191,410184,2016-06-29,41,44.92629722,-123.04276111,0,1,Oregon
3453,61109,2016-06-29,6,36.00721667,-119.95918889,0,1,California
28063,470445,2016-06-29,47,35.21366667,-89.91662778,0,1,Tennessee
20707,350149,2016-06-29,35,32.32767222,-106.75608889,0,1,New Mexico
3636,61293,2016-06-29,6,34.22409167,-118.36090556,0,1,California
30301,481765,2016-06-29,48,32.974425,-96.31911944,0,3,Texas
20219,340231,2016-06-29,34,39.157,-74.76891111,0,1,New Jersey
34024,550233,2016-06-29,55,44.58644722,-92.38133889,0,1,Wisconsin
22698,370822,2016-06-29,37,34.63635278,-78.633,0,1,North Carolina
34022,550231,2016-06-29,55,42.96422222,-89.04035278,0,1,Wisconsin
1410,40402,2016-06-29,4,33.38653056,-111.55524444,1,1,Arizona
3769,61428,2016-06-29,6,33.68273889,-117.82059444,0,1,California
28076,470458,2016-06-29,47,35.11113889,-85.04883056,0,1,Tennessee
7978,121351,2016-06-29,12,30.13231389,-81.78346111,0,1,Florida
20217,340229,2016-06-29,34,39.53678889,-74.79993333,0,1,New Jersey
20730,350173,2016-06-29,35,35.05572222,-107.52244722,0,1,New Mexico
3728,61385,2016-06-29,6,38.18435,-122.53759444,0,1,California
32623,510309,2016-06-29,51,37.31658333,-77.88409722,0,1,Virginia
6674,100111,2016-06-29,10,38.53273056,-75.06295,0,1,Delaware
966,20030,2016-06-29,2,55.29415556,-131.54921667,1,1,Alaska
14976,220313,2016-06-29,22,32.94036944,-93.45726944,0,1,Louisiana
1393,40384,2016-06-29,4,33.65628889,-112.13446111,0,1,Arizona
23754,390445,2016-06-29,39,40.12730278,-84.60456389,0,1,Ohio
32616,510302,2016-06-29,51,39.03856111,-78.15023056,0,1,Virginia
23801,390496,2016-06-29,39,39.18195,-84.25357222,1,1,Ohio
32619,510305,2016-06-29,51,37.16081389,-79.07610833,0,1,Virginia
28072,470454,2016-06-29,47,36.01613056,-85.07166944,1,2,Tennessee
18927,290622,2016-06-29,29,39.59358333,-94.74603333,1,1,Missouri
27009,450419,2016-06-29,45,33.75486944,-78.875225,0,1,South Carolina
11270,160102,2016-06-29,16,44.98178889,-116.36827778,0,1,Idaho
22491,370615,2016-06-29,37,35.45513056,-78.39638889,1,1,North Carolina
404,10407,2016-06-29,1,34.29749167,-86.99787222,0,1,Alabama
30211,481673,2016-06-29,48,31.47625278,-103.52116111,0,3,Texas
30210,481672,2016-06-29,48,32.30602222,-96.37361944,0,1,Texas
4311,61977,2016-06-29,6,34.48907222,-118.38703056,0,1,California
32110,490112,2016-06-29,49,38.89424444,-110.61708611,0,3,Utah
4001,61663,2016-06-29,6,37.44430833,-122.25662222,0,1,California
23813,390508,2016-06-29,39,41.63808889,-83.62598333,2,2,Ohio
15823,240304,2016-06-29,24,39.65272778,-77.75009722,0,1,Maryland
22483,370607,2016-06-29,37,34.77361667,-78.00423889,0,1,North Carolina
4707,62378,2016-06-29,6,33.73008889,-118.00785833,0,1,California
13324,190153,2016-06-30,19,41.78206944,-92.06480278,0,3,Iowa
8203,121591,2016-06-30,12,26.02166944,-80.13925556,0,1,Florida
3585,61242,2016-06-30,6,38.11360556,-121.52338056,0,1,California
28067,470449,2016-06-30,47,35.19525,-88.53635,0,1,Tennessee
2116,50239,2016-06-30,5,35.1572,-90.18476667,0,1,Arkansas
9506,122986,2016-06-30,12,30.25188056,-82.988,0,1,Florida
16120,250122,2016-06-30,25,42.73107778,-71.20397222,0,1,Massachusetts
2115,50238,2016-06-30,5,35.51538611,-93.96285556,0,1,Arkansas
16121,250123,2016-06-30,25,42.23673889,-71.09100556,0,1,Massachusetts
16122,250124,2016-06-30,25,42.57100278,-71.31040833,0,1,Massachusetts
28054,470436,2016-06-30,47,36.52298889,-83.52491111,0,1,Tennessee
372,10375,2016-06-30,1,34.79553056,-86.540725,0,1,Alabama
3459,61115,2016-06-30,6,38.86781111,-122.62301111,0,1,California
27011,450421,2016-06-30,45,34.62954444,-82.13217778,0,1,South Carolina
24649,400267,2016-06-30,40,35.384,-96.6718,1,1,Oklahoma
967,20031,2016-06-30,2,60.50091667,-150.99501667,0,1,Alaska
405,10408,2016-06-30,1,34.73506111,-86.64371667,0,1,Alabama
3563,61220,2016-06-30,6,38.488275,-122.8551,0,1,California
28065,470447,2016-06-30,47,35.25533056,-84.9058,2,1,Tennessee
374,10377,2016-06-30,1,34.89256667,-86.65959444,0,1,Alabama
34376,560038,2016-06-30,56,44.90998056,-107.05706111,0,1,Wyoming
27565,460039,2016-06-30,46,45.38411111,-99.79055833,0,1,South Dakota
373,10376,2016-06-30,1,33.50306111,-85.60811389,0,1,Alabama
25877,420425,2016-06-30,42,40.11426111,-74.98791667,1,1,Pennsylvania
28087,470469,2016-06-30,47,35.51486111,-86.89666944,0,1,Tennessee
10303,130670,2016-06-30,13,33.09541111,-84.57569167,0,1,Georgia
8302,121695,2016-06-30,12,28.16148056,-81.85831944,0,1,Florida
21331,360417,2016-06-30,36,42.45993889,-77.82427778,0,1,New York
23719,390409,2016-06-30,39,40.83094722,-81.36609444,0,1,Ohio
11113,150056,2016-06-30,15,21.37493889,-157.78081111,0,1,Hawaii
11848,170472,2016-06-30,17,37.7795,-89.049425,0,1,Illinois
23752,390443,2016-06-30,39,41.02425278,-80.63004167,1,1,Ohio
21397,360483,2016-06-30,36,42.89876944,-76.08243611,0,1,New York
1394,40385,2016-06-30,4,33.56592778,-112.03081944,0,1,Arizona
7984,121358,2016-06-30,12,29.64694444,-82.29760833,0,1,Florida
14991,220328,2016-06-30,22,32.51369722,-92.08054722,0,1,Louisiana
3428,61084,2016-06-30,6,34.91901389,-120.41763889,1,1,California
10300,130667,2016-06-30,13,34.959175,-85.04065556,1,1,Georgia
1434,40426,2016-06-30,4,33.55524444,-112.04464722,0,1,Arizona
11846,170470,2016-06-30,17,39.67117778,-90.80519167,1,1,Illinois
21302,360388,2016-06-30,36,40.73427222,-73.86462222,1,1,New York
21301,360387,2016-06-30,36,42.11660556,-79.24093333,0,1,New York
21299,360385,2016-06-30,36,99.9999,999.9999,0,1,New York
1435,40427,2016-06-30,4,33.39222222,-112.08837222,0,1,Arizona
18000,280310,2016-06-30,28,34.41489167,-88.47714167,0,1,Mississippi
17999,280309,2016-06-30,28,31.14654722,-90.07897222,1,1,Mississippi
17998,280308,2016-06-30,28,31.41879444,-88.95772778,0,1,Mississippi
16733,260385,2016-06-30,26,41.98551111,-86.49487222,0,2,Michigan
16739,260391,2016-06-30,26,42.85824444,-85.72295833,0,1,Michigan
25957,420505,2016-06-30,42,40.86243056,-77.94421111,0,1,Pennsylvania
30253,481715,2016-06-30,48,32.943975,-102.80915,0,1,Texas
30252,481714,2016-06-30,48,29.34954167,-95.77786111,0,1,Texas
16743,260395,2016-06-30,26,44.33713889,-85.04014444,0,1,Michigan
10301,130668,2016-06-30,13,33.78669722,-84.39111111,0,1,Georgia
14252,210346,2016-06-30,21,37.5996,-84.31447222,0,1,Kentucky
8032,121406,2016-06-30,12,28.03455,-80.6559,0,1,Florida
16747,260399,2016-06-30,26,42.44616667,-83.65037778,0,1,Michigan
10302,130669,2016-06-30,13,33.96256111,-84.10551667,0,2,Georgia
22474,370598,2016-06-30,37,35.54437222,-77.97569167,0,1,North Carolina
32111,490113,2016-06-30,49,41.15437222,-112.06453056,0,2,Utah
18986,290685,2016-06-30,29,38.972475,-90.86382778,0,1,Missouri
34026,550235,2016-06-30,55,43.14181111,-88.22390833,1,2,Wisconsin
18716,290406,2016-06-30,29,39.03848889,-94.55704722,1,1,Missouri
20708,350150,2016-06-30,35,34.159475,-106.91841111,0,1,New Mexico
28108,470491,2016-06-30,47,35.21216111,-87.11013889,0,1,Tennessee
18896,290591,2016-06-30,29,36.63188889,-94.49666667,0,1,Missouri
26183,420732,2016-06-30,42,41.54268889,-76.40120556,0,1,Pennsylvania
4837,62509,2016-06-30,6,38.56205556,-121.4635,0,1,California
13374,190204,2016-06-30,19,42.54204444,-92.36196389,0,1,Iowa
25194,410187,2016-06-30,41,44.08706111,-123.77125,1,1,Oregon
28101,470484,2016-06-30,47,36.47505,-86.71548889,0,1,Tennessee
4794,62465,2016-06-30,6,33.12821944,-117.07984444,0,2,California
25889,420437,2016-06-30,42,40.1972,-76.84386111,0,1,Pennsylvania
4798,62469,2016-06-30,6,34.08258333,-117.96581389,0,1,California
17495,270162,2016-06-30,27,44.95213056,-93.12629722,0,1,Minnesota
4799,62470,2016-06-30,6,34.16784444,-118.59743611,0,1,California
25829,420377,2016-06-30,42,39.86418611,-75.42785556,0,1,Pennsylvania
19915,330056,2016-06-30,33,43.79230556,-71.03701389,0,1,New Hampshire
32121,490123,2016-06-30,49,39.16899444,-112.21460556,0,1,Utah
12743,180359,2016-06-30,18,38.36271667,-87.22905556,0,1,Indiana
14986,220323,2016-06-30,22,32.25218889,-92.98351667,0,1,Louisiana
23067,371195,2016-06-30,37,35.58951667,-77.16558333,0,1,North Carolina
25193,410186,2016-06-30,41,45.518475,-122.34950833,0,1,Oregon
18676,290365,2016-06-30,29,38.81405556,-90.22916667,1,1,Missouri
25192,410185,2016-06-30,41,44.86145278,-123.06280556,0,2,Oregon
22492,370616,2016-06-30,37,35.55496111,-81.48258611,1,1,North Carolina
3698,61355,2016-06-30,6,37.64553611,-120.95728333,0,1,California
6621,100058,2016-06-30,10,38.60206111,-75.25056944,1,1,Delaware
34025,550234,2016-06-30,55,44.63886389,-88.44543333,0,1,Wisconsin
8095,121477,2016-06-30,12,26.90303056,-80.29062778,0,1,Florida
30170,481632,2016-06-30,48,32.56261111,-99.54565,1,1,Texas
11271,160103,2016-06-30,16,48.31521667,-116.52449167,0,1,Idaho
14977,220314,2016-06-30,22,32.61178611,-93.73779444,0,1,Louisiana
11273,160105,2016-07-01,16,42.12561389,-111.91518333,0,1,Idaho
10305,130672,2016-07-01,13,33.42510556,-82.01840278,0,1,Georgia
30275,481737,2016-07-01,48,29.51603333,-98.69428889,0,1,Texas
11105,150048,2016-07-01,15,21.47963333,-157.84460833,1,2,Hawaii
11272,160104,2016-07-01,16,43.66618889,-116.29416944,1,1,Idaho
11861,170485,2016-07-01,17,41.55679722,-87.916725,0,1,Illinois
18800,290493,2016-07-01,29,38.96046667,-92.229225,1,1,Missouri
10306,130673,2016-07-01,13,34.86107222,-84.01308889,0,1,Georgia
10307,130674,2016-07-01,13,33.49455278,-82.62353889,0,1,Georgia
11859,170483,2016-07-01,17,41.939375,-87.70270833,0,1,Illinois
10304,130671,2016-07-01,13,33.92263611,-84.50319167,0,1,Georgia
27270,450681,2016-07-01,45,33.67168611,-79.837025,1,2,South Carolina
12006,170640,2016-07-01,17,41.66873333,-87.63918889,0,2,Illinois
12859,180478,2016-07-01,18,39.96483333,-85.55195,0,1,Indiana
4800,62471,2016-07-01,6,33.924875,-116.53521944,1,1,California
4795,62466,2016-07-01,6,37.90820278,-121.19319444,0,1,California
12800,180416,2016-07-01,18,41.58035,-87.18129444,0,1,Indiana
6612,100049,2016-07-01,10,39.59006111,-75.714125,1,1,Delaware
3456,61112,2016-07-01,6,35.35300278,-119.00325,1,1,California
12744,180360,2016-07-01,18,38.53136389,-87.52450278,1,1,Indiana
4599,62269,2016-07-01,6,36.32631111,-119.15573056,0,1,California
33648,540106,2016-07-01,54,38.15016111,-80.18881944,0,1,West Virginia
30372,481838,2016-07-01,48,32.70017222,-97.12225278,0,1,Texas
25980,420528,2016-07-01,42,39.93716389,-79.88213333,0,1,Pennsylvania
25195,410188,2016-07-01,41,44.99689722,-123.02664722,0,1,Oregon
25196,410189,2016-07-01,41,42.71601944,-122.56679444,1,1,Oregon
25197,410190,2016-07-01,41,45.37256944,-122.59051667,0,1,Oregon
3333,60988,2016-07-01,6,37.91825833,-121.44138889,0,1,California
6645,100082,2016-07-01,10,39.4066,-75.66151111,0,1,Delaware
20233,340245,2016-07-01,34,40.86739444,-74.28179722,0,1,New Jersey
12033,170669,2016-07-01,17,41.57765,-87.55888056,0,1,Illinois
21304,360390,2016-07-01,36,40.76000278,-73.96479167,0,1,New York
21319,360405,2016-07-01,36,42.62924722,-75.38318889,0,1,New York
32650,510336,2016-07-01,51,37.07847222,-78.39822222,0,1,Virginia
16788,260440,2016-07-01,26,42.45101667,-84.55073889,1,1,Michigan
20254,340266,2016-07-01,34,41.03520278,-74.8148,1,1,New Jersey
9405,122880,2016-07-01,12,28.37309722,-80.748125,0,1,Florida
21353,360439,2016-07-01,36,40.82480556,-73.867625,0,1,New York
20250,340262,2016-07-01,34,40.12568889,-74.717,1,1,New Jersey
21381,360467,2016-07-01,36,40.86677778,-73.90891111,0,1,New York
30244,481706,2016-07-01,48,32.73043333,-96.23156944,0,1,Texas
3326,60981,2016-07-01,6,33.85102222,-117.83743889,1,1,California
3327,60982,2016-07-01,6,37.24499444,-121.77165278,1,1,California
3331,60986,2016-07-01,6,35.08753611,-116.32224722,0,1,California
20252,340264,2016-07-01,34,40.40241944,-74.19153889,0,2,New Jersey
30243,481705,2016-07-01,48,31.45866389,-106.04614722,0,1,Texas
27015,450425,2016-07-01,45,33.94781944,-78.83856667,1,3,South Carolina
32115,490117,2016-07-01,49,40.63115556,-111.93879167,1,1,Utah
14263,210357,2016-07-01,21,37.08599167,-84.61678056,0,1,Kentucky
22512,370636,2016-07-01,37,35.80309167,-81.785175,0,1,North Carolina
34378,560040,2016-07-01,56,43.2811,-110.6081,0,2,Wyoming
3778,61437,2016-07-01,6,38.74360833,-121.17479444,0,1,California
22546,370670,2016-07-01,37,36.49966389,-80.62378611,0,1,North Carolina
22519,370643,2016-07-01,37,35.18350833,-81.55079167,0,1,North Carolina
22530,370654,2016-07-01,37,35.37500278,-83.23764444,0,1,North Carolina
5959,80235,2016-07-01,8,40.01492222,-104.81215,0,1,Colorado
5960,80236,2016-07-01,8,39.79291667,-104.93973889,1,1,Colorado
8007,121381,2016-07-01,12,27.77708333,-82.25100833,1,1,Florida
18689,290378,2016-07-01,29,38.90094444,-93.73761111,0,1,Missouri
5404,63076,2016-07-01,6,35.75996667,-119.22321667,1,2,California
30171,481633,2016-07-01,48,32.84311389,-96.71001667,1,1,Texas
23270,380041,2016-07-01,38,46.13856389,-98.07868333,1,1,North Dakota
30172,481634,2016-07-01,48,30.72158611,-95.53438333,0,1,Texas
22545,370669,2016-07-01,37,35.28666389,-80.16496667,2,1,North Carolina
32116,490118,2016-07-01,49,38.98978889,-110.24711389,0,1,Utah
20723,350165,2016-07-01,35,35.92357222,-105.96356667,1,2,New Mexico
28070,470452,2016-07-01,47,36.40663889,-86.78436944,0,1,Tennessee
8678,122102,2016-07-01,12,26.318625,-80.10786389,0,1,Florida
5975,80251,2016-07-01,8,39.56423056,-104.89688889,0,1,Colorado
3809,61469,2016-07-01,6,37.55438889,-122.02913889,0,1,California
34035,550244,2016-07-01,55,44.75572778,-91.58111667,0,2,Wisconsin
5364,63036,2016-07-01,6,34.02606667,-117.71551111,0,1,California
34036,550245,2016-07-01,55,44.01189167,-88.83005,0,1,Wisconsin
8093,121475,2016-07-01,12,28.331,-82.6662,0,1,Florida
15862,240343,2016-07-01,24,39.29004444,-76.73156389,0,1,Maryland
23769,390461,2016-07-01,39,40.92703333,-81.06810833,0,1,Ohio
8030,121404,2016-07-01,12,27.91520556,-82.618775,1,3,Florida
15005,220342,2016-07-01,22,32.64459444,-93.9375,1,1,Louisiana
18717,290407,2016-07-01,29,39.03011667,-94.55404722,0,1,Missouri
24683,400301,2016-07-01,40,35.8135,-96.0154,0,2,Oklahoma
24684,400302,2016-07-01,40,34.9198,-97.3571,1,1,Oklahoma
8033,121407,2016-07-01,12,28.42501389,-80.81191667,0,1,Florida
23742,390433,2016-07-01,39,41.34210556,-83.13778611,2,1,Ohio
18003,280313,2016-07-01,28,33.64725,-89.799875,0,2,Mississippi
387,10390,2016-07-01,1,32.79229167,-87.59071389,0,1,Alabama
23727,390418,2016-07-01,39,39.41628611,-84.283925,0,1,Ohio
31906,483403,2016-07-01,48,32.79778611,-97.44187778,0,1,Texas
13696,200170,2016-07-01,20,38.97104444,-94.72921389,0,1,Kansas
18004,280314,2016-07-01,28,34.509975,-90.08098889,0,1,Mississippi
18002,280312,2016-07-01,28,33.81945556,-89.83945556,0,1,Mississippi
18757,290448,2016-07-01,29,39.07275278,-94.53294722,1,1,Missouri
14306,210400,2016-07-01,21,36.74911389,-84.70814444,0,1,Kentucky
1543,40538,2016-07-01,4,36.65584444,-111.43784167,0,1,Arizona
13695,200169,2016-07-01,20,38.63774167,-95.75208333,0,1,Kansas
14284,210378,2016-07-01,21,37.77306944,-87.10407778,0,1,Kentucky
33270,530243,2016-07-01,53,47.57158889,-122.36295,0,1,Washington
13722,200196,2016-07-01,20,39.0775,-94.68030556,0,1,Kansas
23778,390470,2016-07-01,39,40.00735,-81.60245278,1,1,Ohio
30212,481674,2016-07-01,48,30.01086944,-95.32851667,0,1,Texas
18005,280315,2016-07-01,28,32.257125,-89.99900556,1,1,Mississippi
11110,150053,2016-07-02,15,19.43023889,-155.91390556,1,1,Hawaii
