,case_id,date,state,latitude,longitude,drunk_drivers,fatalities,State
0,10001,2016-01-01,1,33.42645833,-86.81973056,1,1,Alabama
9644,130006,2016-01-01,13,34.06231944,-83.92688333,1,1,Georgia
2748,60381,2016-01-01,6,38.21173333,-122.14480556,0,1,California
19995,340006,2016-01-01,34,40.42111111,-74.52884167,0,1,New Jersey
9643,130005,2016-01-01,13,34.14611111,-83.94316111,1,2,Georgia
9642,130004,2016-01-01,13,31.86361111,-81.76988889,0,1,Georgia
9641,130003,2016-01-01,13,34.22103611,-83.90266667,0,1,Georgia
6294,90013,2016-01-01,9,41.54453056,-72.77178611,0,1,Connecticut
9640,130002,2016-01-01,13,32.3452,-82.25055,0,1,Georgia
9639,130001,2016-01-01,13,33.75701944,-84.46874722,0,1,Georgia
27527,460001,2016-01-01,46,44.04752778,-103.13120278,1,1,South Dakota
33545,540001,2016-01-01,54,38.10861111,-81.84943889,0,1,West Virginia
27637,470008,2016-01-01,47,36.27348889,-86.7183,0,1,Tennessee
9645,130007,2016-01-01,13,32.56133889,-84.82390556,0,1,Georgia
27649,470020,2016-01-01,47,36.09643889,-86.87741111,0,1,Tennessee
6747,120044,2016-01-01,12,30.32458056,-81.52306111,0,1,Florida
27650,470021,2016-01-01,47,35.11369444,-89.86962222,1,1,Tennessee
30189,481651,2016-01-01,48,32.8775,-96.5157,0,1,Texas
14764,220095,2016-01-01,22,29.95833889,-90.06136944,0,1,Louisiana
2470,60103,2016-01-01,6,33.12766944,-117.10244167,0,1,California
2439,60072,2016-01-01,6,32.61876111,-117.09161111,1,1,California
213,10214,2016-01-01,1,34.67664722,-85.78196111,1,1,Alabama
19569,320013,2016-01-01,32,39.55236389,-119.81210556,0,1,Nevada
28596,480001,2016-01-01,48,33.08231944,-96.80063611,1,1,Texas
28597,480002,2016-01-01,48,33.16255833,-95.16188889,0,2,Texas
28598,480003,2016-01-01,48,29.71379444,-95.50293889,1,1,Texas
28599,480004,2016-01-01,48,35.80552778,-102.35093611,1,1,Texas
25511,420057,2016-01-01,42,40.60085556,-79.40009722,0,1,Pennsylvania
28600,480005,2016-01-01,48,30.11707778,-94.00832222,0,1,Texas
2801,60434,2016-01-01,6,33.92371944,-118.33959167,1,1,California
9646,130008,2016-01-01,13,33.77816667,-84.6535,0,1,Georgia
11405,170004,2016-01-01,17,41.75372778,-87.96271944,0,2,Illinois
11408,170007,2016-01-01,17,42.17315,-88.78018889,0,1,Illinois
11404,170003,2016-01-01,17,38.52655278,-90.19859444,0,1,Illinois
11402,170001,2016-01-01,17,41.57384167,-89.03411111,0,1,Illinois
16000,250001,2016-01-01,25,42.20245278,-72.61481667,0,2,Massachusetts
15578,240051,2016-01-01,24,39.68968889,-76.481025,2,2,Maryland
19558,320002,2016-01-01,32,36.22679722,-116.05055,1,1,Nevada
6718,120013,2016-01-01,12,25.68849444,-80.17272778,0,1,Florida
26591,450001,2016-01-01,45,34.70479722,-81.64526667,0,2,South Carolina
6712,120007,2016-01-01,12,25.80746111,-80.28922778,0,1,Florida
6729,120026,2016-01-01,12,27.50055833,-81.75189722,0,1,Florida
22244,370366,2016-01-01,37,35.81148056,-78.87107222,0,1,North Carolina
11713,170335,2016-01-01,17,41.89218889,-87.72598056,1,1,Illinois
2927,60560,2016-01-01,6,33.73943889,-117.95469167,0,1,California
16359,260001,2016-01-01,26,42.28318611,-84.79609444,0,1,Michigan
15377,230001,2016-01-01,23,44.62881667,-70.15555833,1,1,Maine
11463,170068,2016-01-01,17,41.77255833,-87.62556667,1,1,Illinois
6680,110001,2016-01-01,11,38.88598889,-76.95580556,0,1,District of Columbia
16360,260002,2016-01-01,26,42.35660556,-83.13829722,1,2,Michigan
23332,390001,2016-01-01,39,41.55473333,-84.22952222,0,1,Ohio
6734,120031,2016-01-01,12,30.43519167,-85.390875,0,1,Florida
6735,120032,2016-01-01,12,30.04388889,-82.28638889,2,1,Florida
16361,260003,2016-01-01,26,42.77263333,-86.07741111,1,1,Michigan
23349,390020,2016-01-01,39,39.90298889,-83.18291111,1,1,Ohio
16504,260150,2016-01-01,26,42.30791389,-83.12467222,0,1,Michigan
2885,60518,2016-01-01,6,37.33245833,-121.84557222,0,1,California
11456,170060,2016-01-01,17,38.60780833,-90.17076111,1,1,Illinois
28601,480006,2016-01-01,48,30.68573889,-94.94940278,0,1,Texas
11406,170005,2016-01-01,17,40.07601111,-87.985075,1,1,Illinois
28689,480096,2016-01-01,48,30.34665,-98.05085278,0,2,Texas
28688,480095,2016-01-01,48,29.43317222,-98.50162222,0,1,Texas
20098,340110,2016-01-01,34,41.12258056,-74.35813056,1,1,New Jersey
18428,290111,2016-01-01,29,37.10944167,-92.58600278,0,1,Missouri
12422,180020,2016-01-01,18,39.71904167,-86.14924167,1,1,Indiana
17339,270001,2016-01-01,27,45.34212222,-93.39841667,1,1,Minnesota
7117,120446,2016-01-01,12,28.29805556,-82.70694444,0,1,Florida
24386,400002,2016-01-01,40,34.447,-99.6561,1,1,Oklahoma
33041,530001,2016-01-01,53,47.59639722,-122.65600833,0,1,Washington
24385,400001,2016-01-01,40,35.49305278,-97.36387778,0,1,Oklahoma
7203,120539,2016-01-01,12,27.337475,-82.49739444,0,1,Florida
32345,510027,2016-01-01,51,37.47121389,-77.51138889,0,1,Virginia
7224,120563,2016-01-01,12,29.24119167,-81.09991944,0,1,Florida
32003,490002,2016-01-01,49,37.73621667,-111.54462778,0,1,Utah
18348,290026,2016-01-01,29,38.88998333,-94.54750556,0,1,Missouri
28602,480007,2016-01-01,48,34.16070278,-99.29053889,0,1,Texas
32030,490030,2016-01-01,49,37.00459722,-110.17325833,1,2,Utah
20919,360003,2016-01-01,36,41.453775,-74.05734444,1,1,New York
7100,120428,2016-01-01,12,30.42361111,-87.26055556,0,1,Florida
21902,370021,2016-01-01,37,35.81631667,-80.234125,1,1,North Carolina
25015,410007,2016-01-01,41,45.34930556,-121.96725,1,2,Oregon
937,20001,2016-01-01,2,61.53305,-149.59968333,1,1,Alaska
7083,120410,2016-01-01,12,27.60130556,-80.40592778,0,1,Florida
2368,60001,2016-01-01,6,35.77979722,-120.20959722,0,1,California
2,10003,2016-01-01,1,33.64924444,-86.60725833,0,1,Alabama
7016,120340,2016-01-01,12,27.88096944,-82.66185556,1,1,Florida
5,10006,2016-01-01,1,31.72063333,-85.95999167,0,1,Alabama
6,10007,2016-01-01,1,33.14415,-86.79276944,0,1,Alabama
20599,350041,2016-01-01,35,35.03124167,-107.464925,0,1,New Mexico
7087,120415,2016-01-01,12,30.71533611,-81.67464444,0,1,Florida
6773,120072,2016-01-01,12,28.18888889,-82.46638889,0,1,Florida
25480,420026,2016-01-01,42,40.40616667,-79.83290833,0,1,Pennsylvania
7090,120418,2016-01-01,12,28.87694444,-81.55638889,0,1,Florida
7130,120461,2016-01-02,12,30.30491944,-81.75493889,0,1,Florida
16365,260007,2016-01-02,26,43.00389167,-83.64631944,0,1,Michigan
18332,290010,2016-01-02,29,38.34266667,-90.7415,1,2,Missouri
26594,450004,2016-01-02,45,33.93451944,-81.07995833,1,1,South Carolina
20562,350004,2016-01-02,35,35.09451389,-106.56888889,0,1,New Mexico
7101,120429,2016-01-02,12,27.39648056,-82.56326111,0,1,Florida
16336,250342,2016-01-02,25,42.08200833,-72.61607778,1,1,Massachusetts
7085,120413,2016-01-02,12,30.30527778,-81.63388889,0,1,Florida
26593,450003,2016-01-02,45,33.148175,-80.14661667,1,1,South Carolina
7099,120427,2016-01-02,12,27.83953889,-82.38163056,1,1,Florida
19860,330001,2016-01-02,33,43.52348333,-72.14240278,0,1,New Hampshire
26592,450002,2016-01-02,45,34.24881389,-80.82045833,1,1,South Carolina
11403,170002,2016-01-02,17,41.48589722,-88.64640833,0,2,Illinois
28603,480008,2016-01-02,48,29.43452222,-98.47810556,1,1,Texas
32336,510018,2016-01-02,51,37.28305556,-77.208525,0,1,Virginia
20917,360001,2016-01-02,36,41.21371944,-73.63507222,0,1,New York
226,10227,2016-01-02,1,32.41687778,-86.35568889,0,1,Alabama
28604,480009,2016-01-02,48,29.79818056,-98.01818611,0,1,Texas
28605,480010,2016-01-02,48,32.96082222,-96.91518333,0,1,Texas
28606,480011,2016-01-02,48,32.81568333,-96.92180556,0,1,Texas
28607,480012,2016-01-02,48,31.93435,-102.36068611,0,1,Texas
217,10218,2016-01-02,1,32.46552222,-87.07329444,0,1,Alabama
215,10216,2016-01-02,1,32.57778889,-86.15536944,0,1,Alabama
20012,340023,2016-01-02,34,40.42743889,-74.10568889,0,1,New Jersey
28608,480013,2016-01-02,48,29.77383333,-95.31764722,0,1,Texas
1015,40001,2016-01-02,4,33.05111667,-111.64591389,1,1,Arizona
1016,40002,2016-01-02,4,33.44373056,-112.34964722,0,1,Arizona
6751,120048,2016-01-02,12,30.31388889,-81.76777778,1,1,Florida
27652,470023,2016-01-02,47,35.0049,-89.18133056,1,2,Tennessee
9648,130010,2016-01-02,13,32.75394722,-83.55116389,1,3,Georgia
6780,120081,2016-01-02,12,24.95218056,-80.5877,0,1,Florida
33795,550001,2016-01-02,55,43.25263889,-89.52046111,1,1,Wisconsin
28690,480097,2016-01-02,48,29.895525,-95.17625556,0,1,Texas
27630,470001,2016-01-02,47,35.18453056,-84.90713889,0,1,Tennessee
28691,480098,2016-01-02,48,30.28556111,-95.1262,0,1,Texas
17696,280001,2016-01-02,28,32.26981667,-90.08239167,0,1,Mississippi
17697,280002,2016-01-02,28,34.11805,-88.740025,0,1,Mississippi
17698,280003,2016-01-02,28,31.60678333,-90.46528611,0,1,Mississippi
19996,340007,2016-01-02,34,40.74030278,-74.19243889,0,1,New Jersey
32423,510107,2016-01-02,51,36.79535833,-76.32954444,0,1,Virginia
1078,40064,2016-01-02,4,33.84916389,-112.10665833,1,1,Arizona
19991,340002,2016-01-02,34,40.27531389,-74.00295833,1,1,New Jersey
32339,510021,2016-01-02,51,37.77944444,-76.56333333,1,1,Virginia
32320,510002,2016-01-02,51,36.61843611,-79.40583333,0,1,Virginia
21914,370033,2016-01-02,37,34.98511389,-79.18999167,0,1,North Carolina
214,10215,2016-01-02,1,32.45438889,-86.20615556,0,1,Alabama
9647,130009,2016-01-02,13,33.25584444,-82.74700556,0,1,Georgia
11409,170008,2016-01-02,17,40.99126667,-88.53658056,0,1,Illinois
5777,80053,2016-01-02,8,40.42161667,-105.07767778,0,1,Colorado
23467,390143,2016-01-02,39,40.34898889,-81.64591389,0,1,Ohio
2369,60002,2016-01-02,6,34.70395833,-117.33660556,0,1,California
33546,540002,2016-01-02,54,38.832125,-80.66747222,0,1,West Virginia
33547,540003,2016-01-02,54,39.5801,-77.86801944,1,1,West Virginia
33548,540004,2016-01-02,54,38.97278056,-80.97528056,1,1,West Virginia
33552,540008,2016-01-02,54,40.62103333,-80.56297778,1,1,West Virginia
25474,420020,2016-01-02,42,40.90549167,-80.02185833,0,1,Pennsylvania
25456,420002,2016-01-02,42,41.17671944,-76.02803056,0,1,Pennsylvania
14673,220001,2016-01-02,22,32.27725,-93.92496111,0,1,Louisiana
12406,180002,2016-01-02,18,40.41073889,-85.5489,0,1,Indiana
12407,180003,2016-01-02,18,40.61592778,-85.7364,1,1,Indiana
15379,230004,2016-01-02,23,44.17405,-69.83356944,0,1,Maine
11448,170052,2016-01-02,17,38.28819722,-88.78598056,1,1,Illinois
5380,63052,2016-01-02,6,37.330125,-121.87744444,0,1,California
14691,220021,2016-01-02,22,32.79753889,-93.10831944,1,2,Louisiana
13529,200001,2016-01-02,20,39.10608611,-94.73974722,1,1,Kansas
13910,210001,2016-01-02,21,37.48416667,-83.65188333,1,1,Kentucky
25045,410037,2016-01-02,41,43.65276111,-123.82692778,0,1,Oregon
24387,400003,2016-01-02,40,34.6515,-97.0869,0,1,Oklahoma
28613,480018,2016-01-03,48,29.738275,-95.38246944,0,1,Texas
28612,480017,2016-01-03,48,29.82698889,-95.49344167,1,1,Texas
28611,480016,2016-01-03,48,32.44506111,-94.94633611,0,1,Texas
28610,480015,2016-01-03,48,29.38479444,-94.99290556,0,1,Texas
28609,480014,2016-01-03,48,29.40682222,-98.52971111,0,1,Texas
5725,80001,2016-01-03,8,39.31971389,-102.14680556,0,2,Colorado
5726,80002,2016-01-03,8,40.37780833,-104.80333889,0,1,Colorado
5727,80003,2016-01-03,8,39.68541667,-104.94059722,1,2,Colorado
25486,420032,2016-01-03,42,40.39943611,-79.86680833,0,1,Pennsylvania
24388,400004,2016-01-03,40,36.6042,-95.9353,0,1,Oklahoma
24389,400005,2016-01-03,40,36.671,-94.7069,1,2,Oklahoma
24390,400006,2016-01-03,40,36.1489,-95.90463056,1,1,Oklahoma
7092,120420,2016-01-03,12,27.45278889,-82.57536944,0,1,Florida
2370,60003,2016-01-03,6,34.0776,-118.30914722,1,2,California
2372,60005,2016-01-03,6,38.67198611,-121.45518333,0,1,California
27656,470027,2016-01-03,47,35.81135,-86.37181111,0,1,Tennessee
27655,470026,2016-01-03,47,35.00991944,-85.22021944,1,2,Tennessee
24411,400027,2016-01-03,40,34.0854,-96.6625,1,1,Oklahoma
27654,470025,2016-01-03,47,35.15415278,-89.887375,0,1,Tennessee
2403,60036,2016-01-03,6,33.11166111,-116.44623611,0,1,California
28614,480019,2016-01-03,48,30.10233056,-95.64448333,0,1,Texas
28615,480020,2016-01-03,48,30.7493,-98.52821389,0,1,Texas
25046,410038,2016-01-03,41,42.52376389,-122.81396944,1,1,Oregon
18324,290001,2016-01-03,29,36.72741667,-93.17597222,0,1,Missouri
20956,360040,2016-01-03,36,43.10346389,-75.16126111,1,1,New York
32319,510001,2016-01-03,51,38.53583333,-77.81583333,0,1,Virginia
20086,340098,2016-01-03,34,39.93897778,-75.09329444,0,1,New Jersey
20079,340090,2016-01-03,34,40.758775,-74.17541944,0,1,New Jersey
17699,280004,2016-01-03,28,33.40074722,-90.97865556,0,1,Mississippi
33042,530002,2016-01-03,53,47.46153889,-122.65288056,1,2,Washington
6832,120135,2016-01-03,12,25.53455833,-80.41273333,0,1,Florida
18325,290002,2016-01-03,29,37.83730556,-91.79691667,0,1,Missouri
28692,480099,2016-01-03,48,30.03088333,-93.81140833,1,1,Texas
18336,290014,2016-01-03,29,37.80661111,-91.56036111,1,1,Missouri
20561,350003,2016-01-03,35,36.76007222,-108.47188056,0,1,New Mexico
4656,62327,2016-01-03,6,37.9413,-122.06033611,0,2,California
12405,180001,2016-01-03,18,40.27662778,-86.48717222,0,1,Indiana
21888,370007,2016-01-03,37,35.405675,-80.43278333,0,1,North Carolina
20042,340053,2016-01-03,34,40.19490833,-74.72121667,0,1,New Jersey
33796,550002,2016-01-03,55,45.56942222,-92.17000556,1,1,Wisconsin
32004,490004,2016-01-03,49,40.76106667,-113.00572222,1,1,Utah
19192,300001,2016-01-03,30,47.38470833,-114.11099444,1,1,Montana
21930,370049,2016-01-03,37,34.7718,-77.40826389,0,1,North Carolina
21939,370058,2016-01-03,37,34.61798611,-79.01205278,0,1,North Carolina
25457,420003,2016-01-03,42,39.97092222,-76.73770833,0,1,Pennsylvania
11407,170006,2016-01-03,17,42.23017778,-88.06843056,1,1,Illinois
7201,120537,2016-01-03,12,25.82397222,-80.23875,0,1,Florida
28616,480021,2016-01-03,48,32.95124444,-95.70076111,1,1,Texas
28617,480022,2016-01-03,48,30.57883056,-97.36195278,0,1,Texas
7082,120409,2016-01-03,12,26.86410556,-80.09577222,0,1,Florida
1017,40003,2016-01-03,4,33.44480833,-112.70283611,0,1,Arizona
15539,240012,2016-01-03,24,39.11927778,-76.98336667,0,1,Maryland
2759,60392,2016-01-03,6,34.14918056,-118.23083056,0,1,California
1102,40088,2016-01-03,4,33.60350278,-112.29366944,0,1,Arizona
15565,240038,2016-01-03,24,39.65145556,-76.66355556,1,1,Maryland
19363,310001,2016-01-03,31,41.19683611,-100.66008333,1,1,Nebraska
19990,340001,2016-01-03,34,39.43943889,-74.59921944,1,1,New Jersey
6373,90092,2016-01-03,9,41.32545556,-72.93360278,0,1,Connecticut
1079,40065,2016-01-03,4,33.35770833,-110.47689167,1,1,Arizona
26595,450005,2016-01-03,45,34.98566667,-81.94624444,0,1,South Carolina
2702,60335,2016-01-03,6,38.475975,-122.72149167,0,1,California
26596,450006,2016-01-03,45,33.40031944,-81.67323889,0,1,South Carolina
23354,390025,2016-01-03,39,39.23946944,-84.50887778,1,2,Ohio
3056,60692,2016-01-03,6,38.66130278,-121.346325,0,1,California
23353,390024,2016-01-03,39,39.99486111,-82.9497,1,1,Ohio
2684,60317,2016-01-03,6,34.09235556,-117.95324167,0,1,California
6714,120009,2016-01-03,12,26.69396111,-80.60876111,0,1,Florida
23333,390002,2016-01-03,39,39.97709722,-83.14895556,1,1,Ohio
16463,260107,2016-01-03,26,44.84753889,-84.99546667,0,1,Michigan
15579,240052,2016-01-03,24,38.29042778,-76.490725,0,1,Maryland
16362,260004,2016-01-03,26,42.30254167,-83.48692778,0,1,Michigan
6728,120025,2016-01-03,12,27.485,-80.50055556,0,1,Florida
27651,470022,2016-01-03,47,35.08348889,-89.87793056,0,1,Tennessee
19630,320074,2016-01-03,32,36.13641389,-115.27898889,0,1,Nevada
14766,220097,2016-01-03,22,29.91368056,-90.16275,1,1,Louisiana
21003,360087,2016-01-04,36,42.62783333,-73.74230833,0,1,New York
32445,510129,2016-01-04,51,38.77333333,-77.18222222,0,1,Virginia
33043,530003,2016-01-04,53,47.8975,-122.10794722,1,1,Washington
16103,250105,2016-01-04,25,42.42845556,-71.06315278,0,1,Massachusetts
20918,360002,2016-01-04,36,40.88425556,-73.85708611,1,1,New York
25084,410077,2016-01-04,41,45.51589444,-122.78636667,0,1,Oregon
32020,490020,2016-01-04,49,40.77161389,-111.90820556,0,1,Utah
34339,560001,2016-01-04,56,41.4922,-106.0398,0,1,Wyoming
1880,50001,2016-01-04,5,36.04870556,-94.09729722,1,1,Arkansas
1881,50002,2016-01-04,5,34.68134167,-93.07038889,0,1,Arkansas
1882,50003,2016-01-04,5,34.407875,-91.74332778,0,1,Arkansas
16062,250064,2016-01-04,25,42.23648333,-72.56044167,0,1,Massachusetts
26597,450007,2016-01-04,45,34.42851667,-80.946825,0,1,South Carolina
1883,50004,2016-01-04,5,34.04623056,-94.21765556,0,1,Arkansas
20999,360083,2016-01-04,36,40.73563056,-73.26249167,0,1,New York
32321,510003,2016-01-04,51,38.99488889,-77.40284444,0,1,Virginia
28693,480100,2016-01-04,48,29.71709722,-95.64205556,0,1,Texas
18327,290004,2016-01-04,29,36.98627778,-93.20297222,0,1,Missouri
11411,170011,2016-01-04,17,41.36411389,-89.51010278,0,1,Illinois
15633,240106,2016-01-04,24,38.72593333,-76.56773611,0,1,Maryland
7084,120411,2016-01-04,12,25.95341667,-80.29791111,0,1,Florida
7086,120414,2016-01-04,12,27.58027778,-80.37833333,0,1,Florida
7,10008,2016-01-04,1,34.96508056,-87.01479167,1,1,Alabama
8,10009,2016-01-04,1,34.50008611,-86.85370278,0,2,Alabama
24393,400009,2016-01-04,40,35.19033333,-96.59993056,0,1,Oklahoma
24392,400008,2016-01-04,40,34.8463,-97.9556,0,2,Oklahoma
24391,400007,2016-01-04,40,36.2747,-95.1433,0,1,Oklahoma
6726,120023,2016-01-04,12,27.25538889,-80.41845,0,1,Florida
16001,250002,2016-01-04,25,42.1866,-72.65157778,0,1,Massachusetts
11171,160002,2016-01-04,16,47.33233056,-116.67960833,0,1,Idaho
18326,290003,2016-01-04,29,38.96552778,-91.90725,0,1,Missouri
6727,120024,2016-01-04,12,24.66116944,-81.4118,0,1,Florida
7202,120538,2016-01-04,12,28.14053333,-80.63411111,0,1,Florida
13911,210002,2016-01-04,21,36.90676667,-85.76126944,0,1,Kentucky
7229,120568,2016-01-04,12,25.81735833,-80.27303611,0,1,Florida
7246,120587,2016-01-04,12,28.06774444,-81.75151389,1,1,Florida
13915,210006,2016-01-04,21,37.53148611,-85.38272778,0,1,Kentucky
6719,120014,2016-01-04,12,26.97110556,-81.96072778,0,1,Florida
32005,490005,2016-01-04,49,39.40238611,-111.92792222,0,1,Utah
13920,210011,2016-01-04,21,38.1714,-85.39965556,0,1,Kentucky
18339,290017,2016-01-04,29,38.97180278,-94.46503889,0,1,Missouri
6715,120010,2016-01-04,12,26.64495556,-80.248075,1,2,Florida
15530,240003,2016-01-04,24,39.09611111,-76.57113056,0,1,Maryland
18328,290006,2016-01-04,29,37.50769444,-89.97163889,0,1,Missouri
15568,240041,2016-01-04,24,38.85132222,-76.01611111,1,1,Maryland
18329,290007,2016-01-04,29,36.98719444,-94.27963889,0,1,Missouri
28620,480025,2016-01-04,48,32.65680556,-96.74203333,0,1,Texas
2894,60527,2016-01-04,6,34.04113611,-117.23482778,0,1,California
28625,480030,2016-01-04,48,30.23746667,-97.589175,0,1,Texas
28624,480029,2016-01-04,48,30.44449167,-97.71015556,0,2,Texas
11539,170147,2016-01-04,17,40.90376944,-90.4035,0,1,Illinois
28623,480028,2016-01-04,48,32.48058333,-99.777225,0,1,Texas
21886,370005,2016-01-04,37,35.97784722,-76.90670556,0,1,North Carolina
28621,480026,2016-01-04,48,29.6408,-95.46370833,1,1,Texas
28619,480024,2016-01-04,48,29.37189722,-98.39339167,0,1,Texas
28618,480023,2016-01-04,48,30.01841111,-97.30358056,1,1,Texas
2750,60383,2016-01-04,6,38.64130278,-121.45633056,0,1,California
4676,62347,2016-01-04,6,38.10604722,-122.2228,0,1,California
1080,40066,2016-01-04,4,33.54278056,-112.2117,0,1,Arizona
33550,540006,2016-01-04,54,39.45247222,-77.88686111,0,1,West Virginia
33549,540005,2016-01-04,54,39.55264167,-81.00611944,0,1,West Virginia
2371,60004,2016-01-04,6,34.55425833,-118.4196,0,1,California
27657,470028,2016-01-04,47,36.01153889,-89.39553056,0,1,Tennessee
23401,390073,2016-01-04,39,39.25263889,-84.49046944,0,1,Ohio
25497,420043,2016-01-04,42,40.56834722,-77.202175,1,1,Pennsylvania
14692,220022,2016-01-04,22,31.65213889,-91.68223889,0,1,Louisiana
6752,120049,2016-01-04,12,30.16658611,-81.55583889,1,1,Florida
2405,60038,2016-01-04,6,36.54698889,-119.58995833,0,1,California
23389,390061,2016-01-04,39,39.31159167,-84.53027222,0,1,Ohio
7071,120398,2016-01-04,12,30.40416667,-84.05666667,1,1,Florida
28622,480027,2016-01-04,48,29.24754444,-98.94784167,0,1,Texas
9649,130011,2016-01-04,13,33.73209722,-82.75371111,0,1,Georgia
26699,450109,2016-01-04,45,32.91963611,-80.67698889,0,1,South Carolina
16465,260109,2016-01-04,26,42.39664444,-83.40257222,0,3,Michigan
25260,410253,2016-01-04,41,44.83026389,-124.05741667,0,1,Oregon
20038,340049,2016-01-04,34,40.16623889,-74.64683889,0,1,New Jersey
21906,370025,2016-01-04,37,35.97963056,-78.8578,1,1,North Carolina
23334,390003,2016-01-04,39,39.4006,-83.18101944,1,1,Ohio
21895,370014,2016-01-04,37,35.09487222,-84.02646389,1,1,North Carolina
21955,370074,2016-01-04,37,35.86963333,-78.57513056,0,1,North Carolina
23335,390004,2016-01-04,39,39.80040556,-82.99734444,0,1,Ohio
33802,550008,2016-01-04,55,42.58831944,-89.43076389,0,1,Wisconsin
2373,60006,2016-01-05,6,33.93347778,-118.14134444,1,1,California
23537,390218,2016-01-05,39,40.19746111,-82.38265556,1,1,Ohio
33044,530004,2016-01-05,53,47.57854444,-122.31150556,0,1,Washington
7200,120536,2016-01-05,12,25.848925,-80.20923611,0,1,Florida
14048,210139,2016-01-05,21,37.45647222,-86.05412778,0,1,Kentucky
27644,470015,2016-01-05,47,36.22928056,-86.37728889,1,1,Tennessee
2395,60028,2016-01-05,6,36.38547778,-119.296675,0,1,California
7095,120423,2016-01-05,12,26.23524722,-80.21180556,0,1,Florida
27631,470002,2016-01-05,47,35.0075,-86.57718056,0,1,Tennessee
3774,61433,2016-01-05,6,32.80393889,-116.97549722,0,1,California
17340,270002,2016-01-05,27,47.39992778,-92.96253333,0,1,Minnesota
33045,530005,2016-01-05,53,47.56500278,-122.63025278,0,1,Washington
24394,400010,2016-01-05,40,33.9842,-97.1356,0,1,Oklahoma
12408,180004,2016-01-05,18,40.57455556,-85.681625,0,1,Indiana
28694,480101,2016-01-05,48,29.6045,-98.6015,0,1,Texas
2407,60040,2016-01-05,6,37.139825,-120.27443333,1,1,California
2394,60027,2016-01-05,6,36.21076389,-119.141625,0,1,California
25494,420040,2016-01-05,42,40.21188611,-80.11763889,0,1,Pennsylvania
33551,540007,2016-01-05,54,38.39963056,-82.3795,0,1,West Virginia
25493,420039,2016-01-05,42,40.96919167,-78.08086944,0,1,Pennsylvania
1884,50005,2016-01-05,5,35.13906389,-91.89073889,1,1,Arkansas
25134,410127,2016-01-05,41,44.35646389,-122.84848611,0,1,Oregon
28629,480034,2016-01-05,48,32.36957222,-94.06028333,0,1,Texas
20920,360004,2016-01-05,36,40.69218889,-73.42231389,0,1,New York
28628,480033,2016-01-05,48,29.93811667,-93.98278611,0,1,Texas
28627,480032,2016-01-05,48,26.30120556,-98.213375,0,1,Texas
28626,480031,2016-01-05,48,35.22044722,-101.56107778,0,1,Texas
25455,420001,2016-01-05,42,41.41305278,-80.38555,0,1,Pennsylvania
33797,550003,2016-01-05,55,43.32384444,-89.04531667,0,1,Wisconsin
18330,290008,2016-01-05,29,36.08869444,-89.91088889,0,1,Missouri
25009,410001,2016-01-05,41,43.30303889,-123.14202778,1,1,Oregon
28752,480160,2016-01-05,48,29.45217222,-95.07934444,0,1,Texas
13921,210012,2016-01-05,21,37.28659722,-87.5142,0,1,Kentucky
1081,40067,2016-01-05,4,35.78746111,-109.89202778,0,1,Arizona
17700,280007,2016-01-05,28,34.30007222,-88.72680556,0,1,Mississippi
25583,420129,2016-01-05,42,40.49071944,-78.41487778,0,1,Pennsylvania
15538,240011,2016-01-05,24,38.99032778,-77.103525,0,1,Maryland
11066,150006,2016-01-05,15,21.4479,-158.18929444,0,1,Hawaii
13531,200003,2016-01-05,20,37.83315,-100.87055278,0,1,Kansas
13530,200002,2016-01-05,20,39.17574167,-96.90159722,0,1,Kansas
20587,350029,2016-01-05,35,34.77045556,-106.698225,0,1,New Mexico
6981,120302,2016-01-05,12,28.01225278,-82.54541667,1,1,Florida
6565,100002,2016-01-05,10,39.67316944,-75.65393056,0,1,Delaware
6706,120001,2016-01-05,12,30.515,-87.37338056,0,1,Florida
20584,350026,2016-01-05,35,35.39882222,-105.20344444,1,1,New Mexico
9,10010,2016-01-05,1,31.31075,-85.25213056,1,2,Alabama
6724,120021,2016-01-05,12,29.76085,-81.35158056,0,1,Florida
13912,210003,2016-01-06,21,37.1912,-83.77926389,0,1,Kentucky
24396,400012,2016-01-06,40,35.53024722,-97.57516389,0,1,Oklahoma
5748,80024,2016-01-06,8,38.98416667,-105.06321389,1,1,Colorado
16466,260111,2016-01-06,26,44.74279444,-85.17443611,0,1,Michigan
24395,400011,2016-01-06,40,34.6334,-98.6964,0,1,Oklahoma
13913,210004,2016-01-06,21,37.52925556,-82.78839444,0,1,Kentucky
11,10012,2016-01-06,1,34.124425,-88.04465556,0,1,Alabama
2408,60041,2016-01-06,6,34.07614722,-118.34582778,1,1,California
13914,210005,2016-01-06,21,38.09747778,-85.87282778,0,1,Kentucky
9654,130016,2016-01-06,13,34.03956111,-84.77141944,0,1,Georgia
9653,130015,2016-01-06,13,33.76200278,-83.771325,0,1,Georgia
9652,130014,2016-01-06,13,33.348,-81.97323889,0,1,Georgia
10,10011,2016-01-06,1,33.53113611,-86.75778611,0,1,Alabama
2411,60044,2016-01-06,6,33.99821111,-117.86094722,0,1,California
2416,60049,2016-01-06,6,36.64462222,-121.66416667,0,1,California
2413,60046,2016-01-06,6,34.05260833,-118.30628889,0,1,California
11065,150005,2016-01-06,15,21.43988611,-158.18619722,1,1,Hawaii
